0.000000000000000000e+00	1.196452864375175812e-01	1.202129281394581223e-01	1.150656903511226570e-01	1.118377775116369266e-01	9.929551578079021112e-02	1.228579136819437090e-01	1.080575352386196203e-01	8.637132148603862691e-02	1.079200040466083976e-01
1.196452864375175812e-01	0.000000000000000000e+00	1.033318658249503252e-01	9.487512324134775299e-02	1.144052076499594978e-01	1.054769302666257874e-01	1.238510782742765215e-01	1.052704159709445253e-01	1.275322443915370973e-01	9.356561665001494887e-02
1.202129281394581223e-01	1.033318658249503252e-01	0.000000000000000000e+00	9.043128675992849475e-02	6.896561162435249637e-02	8.403033633104714517e-02	9.741228616992203548e-02	8.777883517887272169e-02	9.629059744465366666e-02	9.674290683246275502e-02
1.150656903511226570e-01	9.487512324134775299e-02	9.043128675992849475e-02	0.000000000000000000e+00	9.748307294138659762e-02	7.286926215911204707e-02	7.872980310329125153e-02	8.567293635659342654e-02	8.604835764433521605e-02	1.111281235029525916e-01
1.118377775116369266e-01	1.144052076499594978e-01	6.896561162435249637e-02	9.748307294138659762e-02	0.000000000000000000e+00	1.128706071468903865e-01	1.012535516597090901e-01	9.166063995503477557e-02	8.677701383305766458e-02	8.396672539290800374e-02
9.929551578079021112e-02	1.054769302666257874e-01	8.403033633104714517e-02	7.286926215911204707e-02	1.128706071468903865e-01	0.000000000000000000e+00	8.048337258325455323e-02	1.008070514655324268e-01	7.819757086490092268e-02	1.191558658725200281e-01
1.228579136819437090e-01	1.238510782742765215e-01	9.741228616992203548e-02	7.872980310329125153e-02	1.012535516597090901e-01	8.048337258325455323e-02	0.000000000000000000e+00	1.070763547683711292e-01	9.125849874831128139e-02	1.128805926444860636e-01
1.080575352386196203e-01	1.052704159709445253e-01	8.777883517887272169e-02	8.567293635659342654e-02	9.166063995503477557e-02	1.008070514655324268e-01	1.070763547683711292e-01	0.000000000000000000e+00	9.213330987185316956e-02	1.083297204228863275e-01
8.637132148603862691e-02	1.275322443915370973e-01	9.629059744465366666e-02	8.604835764433521605e-02	8.677701383305766458e-02	7.819757086490092268e-02	9.125849874831128139e-02	9.213330987185316956e-02	0.000000000000000000e+00	1.222846250327111750e-01
1.079200040466083976e-01	9.356561665001494887e-02	9.674290683246275502e-02	1.111281235029525916e-01	8.396672539290800374e-02	1.191558658725200281e-01	1.128805926444860636e-01	1.083297204228863275e-01	1.222846250327111750e-01	0.000000000000000000e+00
