0.000000000000000000e+00	4.377892116837412972e-01	3.501971021267230588e-01	5.328906819799505978e-01	4.041236965787931013e-01	4.273767168412251349e-01	4.004646632404663675e-01	4.330403641622488919e-01	4.002032754253841418e-01	4.856100605866889852e-01	3.943753684981931018e-01	4.292210346457193126e-01	4.849405347831351465e-01	4.288220402034453871e-01	3.800960954479634113e-01	4.777596932562785392e-01	4.766323499465221492e-01	5.083282123810727304e-01	5.078565118823124003e-01	4.271650085438737920e-01	3.817425879476640804e-01	3.782342969873194738e-01
4.377892116837412972e-01	0.000000000000000000e+00	4.829250158761946854e-01	5.001101771305727084e-01	4.523983995599788477e-01	4.507308287405364933e-01	4.616835510927386754e-01	4.197380578081660318e-01	4.140444424521080302e-01	4.069340761551908381e-01	4.681050977098422106e-01	5.001842871506271271e-01	5.419990865276586023e-01	4.462755391190793564e-01	4.774661353562433819e-01	3.893812469807231280e-01	5.045088828645430956e-01	4.870798061013378311e-01	4.429614757999362773e-01	3.809088025379429032e-01	4.480314834310475947e-01	4.771145896051534052e-01
3.501971021267230588e-01	4.829250158761946854e-01	0.000000000000000000e+00	4.233945233322015111e-01	4.353103293879927449e-01	3.794265696444095726e-01	4.580284811823764346e-01	4.034837730459009952e-01	5.300693974793095897e-01	4.210435437166475392e-01	4.154134620942499523e-01	4.293517285532604810e-01	4.451343128167651320e-01	4.482841165297408725e-01	4.458038386203190262e-01	4.078083687598170748e-01	4.552532497592461369e-01	4.489536423332947113e-01	4.311960463577546587e-01	4.368261279801521901e-01	3.857192355740820533e-01	4.703327425205707790e-01
5.328906819799505978e-01	5.001101771305727084e-01	4.233945233322015111e-01	0.000000000000000000e+00	4.131448924821793933e-01	4.820856845838679128e-01	4.287723523358196176e-01	4.011075277151499030e-01	5.755392667667034168e-01	5.499662647730523268e-01	4.779714015536299376e-01	5.060596427690021715e-01	4.504233878479435571e-01	4.348511162681168996e-01	4.372020958836708715e-01	3.476051332285918782e-01	4.340522921706951864e-01	4.312310076700540673e-01	4.613899931927034626e-01	4.252724068353219145e-01	4.795718409758198408e-01	3.716305553749389423e-01
4.041236965787931013e-01	4.523983995599788477e-01	4.353103293879927449e-01	4.131448924821793933e-01	0.000000000000000000e+00	4.177294803975045157e-01	4.286168557959360581e-01	4.588006439509277889e-01	4.476711746136738390e-01	3.973043203676198676e-01	5.310463641754564756e-01	3.943418027995668762e-01	4.817907310701594059e-01	3.897097661930578605e-01	4.671829388075950940e-01	4.182222592160064756e-01	4.698274763231842233e-01	3.641828172769175365e-01	4.520698803476442262e-01	4.605423247904244510e-01	4.774661353562433819e-01	4.786409273571837764e-01
4.273767168412251349e-01	4.507308287405364933e-01	3.794265696444095726e-01	4.820856845838679128e-01	4.177294803975045157e-01	0.000000000000000000e+00	3.863621371752885558e-01	3.115795551538512731e-01	3.263180413239566979e-01	4.197380578081659763e-01	3.787570438408557338e-01	3.762767659314337765e-01	4.476145907261870338e-01	3.882064549797827890e-01	3.921900441024797068e-01	3.050821224231063389e-01	3.711183848077966307e-01	3.724574364149042527e-01	3.943418027995668762e-01	4.957289975291698791e-01	4.019804618326259793e-01	4.134384503822146062e-01
4.004646632404663675e-01	4.616835510927386754e-01	4.580284811823764346e-01	4.287723523358196176e-01	4.286168557959360581e-01	3.863621371752885558e-01	0.000000000000000000e+00	3.580139037585072792e-01	4.220415887325360549e-01	3.604711551291738258e-01	4.236741982396788897e-01	4.203845570729645154e-01	4.376599133898734229e-01	4.326657918724035046e-01	4.218773291263686609e-01	3.233324972171484069e-01	3.593529553656149567e-01	3.800960954479634113e-01	4.146964875995121647e-01	3.706131186104101305e-01	4.178937400036718541e-01	3.371065040699915416e-01
4.330403641622488919e-01	4.197380578081660318e-01	4.034837730459009952e-01	4.011075277151499030e-01	4.588006439509277889e-01	3.115795551538512731e-01	3.580139037585072792e-01	0.000000000000000000e+00	3.825763733573852576e-01	4.534089319547519037e-01	3.404541330877607908e-01	3.734449422709219535e-01	4.584030534722217665e-01	3.958451140128419476e-01	4.306907801603681030e-01	2.989467746033221962e-01	3.824121137512178636e-01	3.604941816679291255e-01	3.374475106612107034e-01	3.313121628414266162e-01	3.590244361532802797e-01	3.932005764972527073e-01
4.002032754253841418e-01	4.140444424521080302e-01	5.300693974793095897e-01	5.755392667667034168e-01	4.476711746136738390e-01	3.263180413239566979e-01	4.220415887325360549e-01	3.825763733573852576e-01	0.000000000000000000e+00	4.484483761359081555e-01	3.753480831393447570e-01	4.489536423332947113e-01	4.779714015536299376e-01	4.572282614712814275e-01	4.010867403528363129e-01	3.769127260363615006e-01	3.387865622683183808e-01	4.358491612840054152e-01	3.598582215630015124e-01	4.641973947007866919e-01	3.558516059015492949e-01	3.723446407699497196e-01
4.856100605866889852e-01	4.069340761551908381e-01	4.210435437166475392e-01	5.499662647730523268e-01	3.973043203676198676e-01	4.197380578081659763e-01	3.604711551291738258e-01	4.534089319547519037e-01	4.484483761359081555e-01	0.000000000000000000e+00	4.003339693329253102e-01	4.932151539211219182e-01	4.695094962707204722e-01	3.659935693827855996e-01	4.313603059639219972e-01	4.394706654957414305e-01	4.572282614712814830e-01	3.794919165981801012e-01	4.671829388075950940e-01	4.172577798987441300e-01	3.676170353437309135e-01	3.634797257747375276e-01
