3.943753684981931018e-01	4.681050977098422106e-01	4.154134620942499523e-01	4.779714015536299376e-01	5.310463641754564756e-01	3.787570438408557338e-01	4.236741982396788897e-01	3.404541330877607908e-01	3.753480831393447570e-01	4.003339693329253102e-01	0.000000000000000000e+00	4.127458980399054123e-01	3.991591773319849157e-01	3.857597427689871683e-01	3.743017542193984859e-01	4.320298317674758914e-01	4.023089810449606563e-01	4.426204692087171155e-01	4.826245164798805831e-01	4.426540349073432856e-01	3.662231759427234667e-01	2.651327191703106712e-01
4.292210346457193126e-01	5.001842871506271271e-01	4.293517285532604810e-01	5.060596427690021715e-01	3.943418027995668762e-01	3.762767659314337765e-01	4.203845570729645154e-01	3.734449422709219535e-01	4.489536423332947113e-01	4.932151539211219182e-01	4.127458980399054123e-01	0.000000000000000000e+00	2.621030702050053396e-01	4.605423247904245065e-01	4.592032731833167736e-01	3.754429805217126548e-01	4.147775019893222836e-01	3.983115089297059597e-01	4.374956537837060844e-01	3.552051066367507559e-01	4.263556452865812085e-01	4.451343128167651875e-01
4.849405347831351465e-01	5.419990865276586023e-01	4.451343128167651320e-01	4.504233878479435571e-01	4.817907310701594059e-01	4.476145907261870338e-01	4.376599133898734229e-01	4.584030534722217665e-01	4.779714015536299376e-01	4.695094962707204722e-01	3.991591773319849157e-01	2.621030702050053396e-01	0.000000000000000000e+00	4.321766107174934701e-01	4.313603059639219417e-01	3.819404132524575890e-01	3.762767659314337765e-01	3.961966597639319243e-01	4.919096680126403554e-01	4.046585650468413897e-01	4.716717941276784565e-01	3.631722848821444805e-01
4.288220402034453871e-01	4.462755391190793564e-01	4.482841165297408725e-01	4.348511162681168996e-01	3.897097661930578605e-01	3.882064549797827890e-01	4.326657918724035046e-01	3.958451140128419476e-01	4.572282614712814275e-01	3.659935693827855996e-01	3.857597427689871683e-01	4.605423247904245065e-01	4.321766107174934701e-01	0.000000000000000000e+00	4.584030534722218775e-01	3.635132914733636977e-01	3.881411080260122048e-01	4.242269131282494499e-01	4.684884247160765458e-01	4.575798072223714597e-01	3.920257844963123683e-01	4.149081958968634520e-01
3.800960954479634113e-01	4.774661353562433819e-01	4.458038386203190262e-01	4.372020958836708715e-01	4.671829388075950940e-01	3.921900441024797068e-01	4.218773291263686609e-01	4.306907801603681030e-01	4.010867403528363129e-01	4.313603059639219972e-01	3.743017542193984859e-01	4.592032731833167736e-01	4.313603059639219417e-01	4.584030534722218775e-01	0.000000000000000000e+00	3.844206911618794353e-01	3.838818592658667095e-01	4.426204692087170600e-01	4.362555148289951612e-01	4.476145907261870338e-01	4.484483761359081555e-01	2.984415084059357515e-01
4.777596932562785392e-01	3.893812469807231280e-01	4.078083687598170748e-01	3.476051332285918782e-01	4.182222592160064756e-01	3.050821224231063389e-01	3.233324972171484069e-01	2.989467746033221962e-01	3.769127260363615006e-01	4.394706654957414305e-01	4.320298317674758914e-01	3.754429805217126548e-01	3.819404132524575890e-01	3.635132914733636977e-01	3.844206911618794353e-01	0.000000000000000000e+00	3.470947471049313227e-01	3.781210837359280097e-01	3.412668401777402272e-01	3.185486883833564820e-01	3.719521702175177524e-01	3.913562586927584741e-01
4.766323499465221492e-01	5.045088828645430956e-01	4.552532497592461369e-01	4.340522921706951864e-01	4.698274763231842233e-01	3.711183848077966307e-01	3.593529553656149567e-01	3.824121137512178636e-01	3.387865622683183808e-01	4.572282614712814830e-01	4.023089810449606563e-01	4.147775019893222836e-01	3.762767659314337765e-01	3.881411080260122048e-01	3.838818592658667095e-01	3.470947471049313227e-01	0.000000000000000000e+00	3.396203476780396135e-01	4.610475909878110068e-01	4.283642226972427247e-01	4.190685320046121376e-01	3.328154740547016877e-01
5.083282123810727304e-01	4.870798061013378311e-01	4.489536423332947113e-01	4.312310076700540673e-01	3.641828172769175365e-01	3.724574364149042527e-01	3.800960954479634113e-01	3.604941816679291255e-01	4.358491612840054152e-01	3.794919165981801012e-01	4.426204692087171155e-01	3.983115089297059597e-01	3.961966597639319243e-01	4.242269131282494499e-01	4.426204692087170600e-01	3.781210837359280097e-01	3.396203476780396135e-01	0.000000000000000000e+00	3.603299220617618426e-01	3.528890883334962481e-01	4.248964389318032331e-01	4.008392355303118104e-01
5.078565118823124003e-01	4.429614757999362773e-01	4.311960463577546587e-01	4.613899931927034626e-01	4.520698803476442262e-01	3.943418027995668762e-01	4.146964875995121647e-01	3.374475106612107034e-01	3.598582215630015124e-01	4.671829388075950940e-01	4.826245164798805831e-01	4.374956537837060844e-01	4.919096680126403554e-01	4.684884247160765458e-01	4.362555148289951612e-01	3.412668401777402272e-01	4.610475909878110068e-01	3.603299220617618426e-01	0.000000000000000000e+00	4.552532497592460814e-01	4.293517285532604255e-01	4.408097171028491079e-01
4.271650085438737920e-01	3.809088025379429032e-01	4.368261279801521901e-01	4.252724068353219145e-01	4.605423247904244510e-01	4.957289975291698791e-01	3.706131186104101305e-01	3.313121628414266162e-01	4.641973947007866919e-01	4.172577798987441300e-01	4.426540349073432856e-01	3.552051066367507559e-01	4.046585650468413897e-01	4.575798072223714597e-01	4.476145907261870338e-01	3.185486883833564820e-01	4.283642226972427247e-01	3.528890883334962481e-01	4.552532497592460814e-01	0.000000000000000000e+00	3.678043214886535517e-01	3.719346895613680481e-01
3.817425879476640804e-01	4.480314834310475947e-01	3.857192355740820533e-01	4.795718409758198408e-01	4.774661353562433819e-01	4.019804618326259793e-01	4.178937400036718541e-01	3.590244361532802797e-01	3.558516059015492949e-01	3.676170353437309135e-01	3.662231759427234667e-01	4.263556452865812085e-01	4.716717941276784565e-01	3.920257844963123683e-01	4.484483761359081555e-01	3.719521702175177524e-01	4.190685320046121376e-01	4.248964389318032331e-01	4.293517285532604255e-01	3.678043214886535517e-01	0.000000000000000000e+00	3.765842068240268237e-01
3.782342969873194738e-01	4.771145896051534052e-01	4.703327425205707790e-01	3.716305553749389423e-01	4.786409273571837764e-01	4.134384503822146062e-01	3.371065040699915416e-01	3.932005764972527073e-01	3.723446407699497196e-01	3.634797257747375276e-01	2.651327191703106712e-01	4.451343128167651875e-01	3.631722848821444805e-01	4.149081958968634520e-01	2.984415084059357515e-01	3.913562586927584741e-01	3.328154740547016877e-01	4.008392355303118104e-01	4.408097171028491079e-01	3.719346895613680481e-01	3.765842068240268237e-01	0.000000000000000000e+00
